1	1.01717530747632	1.09083127412504	1.19206539447633
2	2.1072052332063	2.19197006842952	1.62801226699656
3	3.09773768871316	3.23079062967012	2.20399169175679
4	4.22598186408521	4.24568911992532	2.75556914068283
5	5.34942770825242	5.10138169831939	3.05588265170129
6	5.63922349242375	6.31741552033493	3.27000900749632
7	6.75297213775197	6.80308152041454	3.66584087723452
8	7.61747165765093	7.69557667994943	3.95624189187702
9	8.43829759184391	8.25152088833056	4.19226812732772
10	9.44864560093712	9.5960175175796	3.84887876130005
11	9.75621186157318	9.80817539560468	4.2586011727825
12	11.2075647432985	10.8280508031718	4.64377263960107
13	11.4697950244839	12.0272298680304	4.8093869410427
14	12.7960095294818	11.3898424655487	4.74794457603963
15	13.3605076766181	14.4884510436231	4.34720569160455
16	14.776835561457	13.9402239461576	5.12632280378873
17	15.0182695622199	10.9804510754809	5.44155696320266
18	15.5320689450525	16.4969305933057	5.2260380838275
19	17.8244242061329	17.7545402596475	5.65266993568254
20	10.7462486387345	10.6693011599434	5.1012330564965

