1   5.052239
2 	2.542783
3 	1.683216
4 	1.281265
5 	1.035495
6 	0.877719
7 	0.756224
8 	0.678577
9 	0.611611
10 	0.564185
11 	0.518912
12 	0.485259
13	0.447550
14	0.408347
15	0.387792
16	0.357824
17	0.337085
18	0.317294
19	0.301278
20	0.293071
