0.547771	0.549445	0.547164	0.547495
0.502825	0.250864	0.250560	0.250529
0.547580	0.165259	0.155145	0.154664
0.472255	0.122294	0.117158	0.116803
0.449638	0.095844	0.103913	0.096099
0.472051	0.083196	0.083137	0.083230
0.502332	0.076236	0.070857	0.070869
0.471861	0.064899	0.064904	0.064857
0.501217	0.062954	0.061509	0.057250
0.501077	0.056674	0.056435	0.056540
0.507759	0.052660	0.052520	0.052499
0.556676	0.052275	0.052054	0.052080
0.522613	0.044811	0.044571	0.044583
0.502033	0.041377	0.041353	0.041366
0.485147	0.036780	0.036498	0.036507
0.502035	0.123618	0.049532	0.032822
0.516593	0.035910	0.034125	0.034148
0.480872	0.032160	0.030412	0.030405
0.512327	0.030836	0.030568	0.030581
0.502214	0.029337	0.029065	0.029064
0.530311	0.547463	0.547178	0.547364
0.471823	0.235834	0.235748	0.235962
0.555741	0.187081	0.177849	0.154729
0.474993	0.122453	0.123246	0.122596
0.472315	0.100411	0.098371	0.098167
0.472216	0.083959	0.083307	0.083110
0.502263	0.076578	0.070360	0.070068
0.502009	0.068135	0.067961	0.068017
0.474323	0.059023	0.060807	0.061206
0.549321	0.061295	0.061208	0.061200
0.502014	0.052613	0.052535	0.052523
0.548223	0.052332	0.052049	0.052003
0.471249	0.042396	0.042214	0.042194
0.501868	0.041574	0.041350	0.041344
0.548426	0.041974	0.041731	0.041809
0.509155	0.036470	0.036218	0.036255
0.560064	0.037112	0.036868	0.036879
0.548277	0.035079	0.034829	0.034871
0.471159	0.029134	0.028794	0.028794
0.471459	0.043589	0.042693	0.039363
0.507783	0.510730	0.510375	0.510737
0.501080	0.250514	0.252358	0.252452
0.471449	0.156419	0.154602	0.158214
0.471568	0.121387	0.121141	0.121197
0.490999	0.102061	0.096398	0.095435
0.502006	0.088865	0.088872	0.088896
0.480003	0.073203	0.071099	0.070960
0.472355	0.065199	0.064967	0.065002
0.472134	0.059546	0.058705	0.056601
0.474750	0.053207	0.053249	0.053481
0.501610	0.052672	0.052523	0.052497
0.547863	0.052240	0.052052	0.052042
0.472560	0.042408	0.042149	0.042189
0.548717	0.044906	0.044654	0.044666
0.549100	0.041951	0.041749	0.041748
0.548605	0.039349	0.039121	0.039096
0.472011	0.034397	0.034204	0.034110
0.516343	0.032397	0.032241	0.032249
0.479254	0.029125	0.028800	0.028794
0.502073	0.030712	0.029048	0.029061
0.548378	0.500461	0.500758	0.500846
0.472201	0.237345	0.237209	0.240699
0.471076	0.157652	0.155403	0.155775
0.471651	0.121184	0.121135	0.121105
0.547909	0.106393	0.095539	0.095637
0.502308	0.088794	0.088788	0.089528
0.516057	0.077775	0.075607	0.075480
0.474928	0.064436	0.064256	0.064241
0.502600	0.062712	0.061466	0.057194
0.472239	0.053678	0.053710	0.053680
0.541016	0.057330	0.057023	0.057293
0.482770	0.045903	0.045681	0.045724
0.501021	0.042573	0.042209	0.413299
0.472440	0.037712	0.037507	0.037527
0.472010	0.036772	0.036495	0.036491
0.472282	0.034469	0.034205	0.034201
0.472583	0.032475	0.032191	0.032186
0.502299	0.032486	0.032224	0.032241
0.501358	0.030859	0.030567	0.030587
0.521263	0.044128	0.043201	0.026242
